Periodo,Ano,Mes,Receitas_Ativas,Receitas_Passivas,Total_Receitas,Despesas_Operacionais,Despesas_Patrimoniais,Total_Despesas,Financiamento1_Studio,Financiamento2_Moradia,Financiamento3_Orlando,Venda_Ativos,Desembolso_Objetivos,Portfolio_Inicial,Rendimento_Portfolio,Saving,Portfolio_Final
2067/03,2067,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,26878485.35,0.00,-27000.00,26939478.52
2067/04,2067,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,26939478.52,0.00,-27000.00,27000671.36
2067/05,2067,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27000671.36,0.00,-27000.00,27062064.53
2067/06,2067,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27062064.53,0.00,-27000.00,27123658.69
2067/07,2067,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27123658.69,0.00,-82877.00,27129577.49
2067/08,2067,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27129577.49,0.00,-27000.00,27191392.67
2067/09,2067,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27191392.67,0.00,-27000.00,27253410.21
2067/10,2067,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27253410.21,0.00,-27000.00,27315630.78
2067/11,2067,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27315630.78,0.00,-27000.00,27378055.05
2067/12,2067,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27378055.05,0.00,-82877.00,27384806.68
2068/01,2068,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27384806.68,0.00,-27000.00,27447457.41
2068/02,2068,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,27447457.41,0.00,-28200.00,27509113.24
2068/03,2068,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27509113.24,0.00,-27000.00,27572170.92
2068/04,2068,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27572170.92,0.00,-27000.00,27635435.03
2068/05,2068,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27635435.03,0.00,-27000.00,27698906.26
2068/06,2068,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27698906.26,0.00,-27000.00,27762585.27
2068/07,2068,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27762585.27,0.00,-82877.00,27770595.75
2068/08,2068,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27770595.75,0.00,-27000.00,27834509.45
2068/09,2068,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27834509.45,0.00,-27000.00,27898632.39
2068/10,2068,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27898632.39,0.00,-27000.00,27962965.26
2068/11,2068,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,27962965.26,0.00,-27000.00,28027508.73
2068/12,2068,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28027508.73,0.00,-82877.00,28036386.50
2069/01,2069,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28036386.50,0.00,-27000.00,28101170.33
2069/02,2069,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,28101170.33,0.00,-28200.00,28164966.25
2069/03,2069,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28164966.25,0.00,-27000.00,28230171.02
2069/04,2069,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28230171.02,0.00,-27000.00,28295589.26
2069/05,2069,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28295589.26,0.00,-27000.00,28361221.65
2069/06,2069,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28361221.65,0.00,-27000.00,28427068.91
2069/07,2069,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28427068.91,0.00,-82877.00,28437254.74
2069/08,2069,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28437254.74,0.00,-27000.00,28503350.91
2069/09,2069,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28503350.91,0.00,-27000.00,28569663.46
2069/10,2069,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28569663.46,0.00,-27000.00,28636193.11
2069/11,2069,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28636193.11,0.00,-27000.00,28702940.55
2069/12,2069,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28702940.55,0.00,-82877.00,28714029.51
2070/01,2070,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28714029.51,0.00,-27000.00,28781031.77
2070/02,2070,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,28781031.77,0.00,-28200.00,28847053.38
2070/03,2070,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28847053.38,0.00,-27000.00,28914491.13
2070/04,2070,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28914491.13,0.00,-27000.00,28982149.65
2070/05,2070,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,28982149.65,0.00,-27000.00,29050029.66
2070/06,2070,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29050029.66,0.00,-27000.00,29118131.90
2070/07,2070,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29118131.90,0.00,-82877.00,29130580.09
2070/08,2070,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29130580.09,0.00,-27000.00,29198946.03
2070/09,2070,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29198946.03,0.00,-27000.00,29267535.78
2070/10,2070,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29267535.78,0.00,-27000.00,29336350.07
2070/11,2070,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29336350.07,0.00,-27000.00,29405389.65
2070/12,2070,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29405389.65,0.00,-82877.00,29418778.24
2071/01,2071,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29418778.24,0.00,-27000.00,29488087.67
2071/02,2071,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,29488087.67,0.00,-28200.00,29556423.99
2071/03,2071,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29556423.99,0.00,-27000.00,29626184.03
2071/04,2071,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29626184.03,0.00,-27000.00,29696172.45
2071/05,2071,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29696172.45,0.00,-27000.00,29766389.99
2071/06,2071,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29766389.99,0.00,-27000.00,29836837.41
2071/07,2071,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29836837.41,0.00,-82877.00,29851638.45
2071/08,2071,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29851638.45,0.00,-27000.00,29922364.95
2071/09,2071,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29922364.95,0.00,-27000.00,29993322.98
2071/10,2071,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,29993322.98,0.00,-27000.00,30064513.32
2071/11,2071,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30064513.32,0.00,-27000.00,30135936.71
2071/12,2071,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30135936.71,0.00,-82877.00,30151716.92
2072/01,2072,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30151716.92,0.00,-27000.00,30223425.80
2072/02,2072,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,30223425.80,0.00,-28200.00,30294169.43
2072/03,2072,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30294169.43,0.00,-27000.00,30366344.66
2072/04,2072,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30366344.66,0.00,-27000.00,30438756.17
2072/05,2072,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30438756.17,0.00,-27000.00,30511404.74
2072/06,2072,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30511404.74,0.00,-27000.00,30584291.14
2072/07,2072,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30584291.14,0.00,-82877.00,30601539.15
2072/08,2072,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30601539.15,0.00,-27000.00,30674720.62
2072/09,2072,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30674720.62,0.00,-27000.00,30748141.68
2072/10,2072,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30748141.68,0.00,-27000.00,30821803.09
2072/11,2072,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30821803.09,0.00,-27000.00,30895705.65
2072/12,2072,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30895705.65,0.00,-82877.00,30913973.15
2073/01,2073,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,30913973.15,0.00,-27000.00,30988177.46
2073/02,2073,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,30988177.46,0.00,-28200.00,31061424.69
2073/03,2073,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31061424.69,0.00,-27000.00,31136111.71
2073/04,2073,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31136111.71,0.00,-27000.00,31211043.24
2073/05,2073,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31211043.24,0.00,-27000.00,31286220.07
2073/06,2073,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31286220.07,0.00,-27000.00,31361643.01
2073/07,2073,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31361643.01,0.00,-82877.00,31381435.87
2073/08,2073,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31381435.87,0.00,-27000.00,31457170.53
2073/09,2073,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31457170.53,0.00,-27000.00,31533153.12
2073/10,2073,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31533153.12,0.00,-27000.00,31609384.46
2073/11,2073,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31609384.46,0.00,-27000.00,31685865.36
2073/12,2073,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31685865.36,0.00,-82877.00,31706719.63
2074/01,2074,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31706719.63,0.00,-27000.00,31783519.18
2074/02,2074,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,31783519.18,0.00,-28200.00,31859370.15
2074/03,2074,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31859370.15,0.00,-27000.00,31936669.44
2074/04,2074,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,31936669.44,0.00,-27000.00,32014221.79
2074/05,2074,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32014221.79,0.00,-27000.00,32092028.02
2074/06,2074,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32092028.02,0.00,-27000.00,32170088.97
2074/07,2074,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32170088.97,0.00,-82877.00,32192528.47
2074/08,2074,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32192528.47,0.00,-27000.00,32270918.43
2074/09,2074,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32270918.43,0.00,-27000.00,32349565.02
2074/10,2074,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32349565.02,0.00,-27000.00,32428469.08
2074/11,2074,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32428469.08,0.00,-27000.00,32507631.44
2074/12,2074,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32507631.44,0.00,-82877.00,32531175.97
2075/01,2075,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32531175.97,0.00,-27000.00,32610674.58
2075/02,2075,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,32610674.58,0.00,-28200.00,32689233.44
2075/03,2075,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32689233.44,0.00,-27000.00,32769249.48
2075/04,2075,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32769249.48,0.00,-27000.00,32849527.48
2075/05,2075,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32849527.48,0.00,-27000.00,32930068.28
2075/06,2075,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32930068.28,0.00,-27000.00,33010872.76
2075/07,2075,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33010872.76,0.00,-82877.00,33036064.77
2075/08,2075,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33036064.77,0.00,-27000.00,33117216.24
2075/09,2075,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33117216.24,0.00,-27000.00,33198633.39
2075/10,2075,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33198633.39,0.00,-27000.00,33280317.08
2075/11,2075,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33280317.08,0.00,-27000.00,33362268.18
2075/12,2075,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33362268.18,0.00,-82877.00,33388610.56
2076/01,2076,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33388610.56,0.00,-27000.00,33470916.18
2076/02,2076,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,33470916.18,0.00,-28200.00,33552291.25
2076/03,2076,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33552291.25,0.00,-27000.00,33635132.73
2076/04,2076,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33635132.73,0.00,-27000.00,33718245.40
2076/05,2076,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33718245.40,0.00,-27000.00,33801630.16
2076/06,2076,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33801630.16,0.00,-27000.00,33885287.90
2076/07,2076,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33885287.90,0.00,-82877.00,33913342.52
2076/08,2076,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33913342.52,0.00,-27000.00,33997365.97
2076/09,2076,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,33997365.97,0.00,-27000.00,34081664.50
2076/10,2076,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34081664.50,0.00,-27000.00,34166239.00
2076/11,2076,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34166239.00,0.00,-27000.00,34251090.38
2076/12,2076,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34251090.38,0.00,-82877.00,34280342.54
2077/01,2077,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34280342.54,0.00,-27000.00,34365567.46
2077/02,2077,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,34365567.46,0.00,-28200.00,34449871.38
2077/03,2077,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34449871.38,0.00,-27000.00,34535651.30
2077/04,2077,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34535651.30,0.00,-27000.00,34621712.03
2077/05,2077,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34621712.03,0.00,-27000.00,34708054.51
2077/06,2077,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34708054.51,0.00,-27000.00,34794679.65
2077/07,2077,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34794679.65,0.00,-82877.00,34825711.38
2077/08,2077,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34825711.38,0.00,-27000.00,34912721.69
2077/09,2077,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,34912721.69,0.00,-27000.00,35000016.86
2077/10,2077,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35000016.86,0.00,-27000.00,35087597.81
2077/11,2077,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35087597.81,0.00,-27000.00,35175465.47
2077/12,2077,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35175465.47,0.00,-82877.00,35207743.79
2078/01,2078,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35207743.79,0.00,-27000.00,35296004.78
2078/02,2078,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,35296004.78,0.00,-28200.00,35383354.72
2078/03,2078,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35383354.72,0.00,-27000.00,35472190.61
2078/04,2078,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35472190.61,0.00,-27000.00,35561317.34
2078/05,2078,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35561317.34,0.00,-27000.00,35650735.83
2078/06,2078,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35650735.83,0.00,-27000.00,35740447.07
2078/07,2078,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35740447.07,0.00,-82877.00,35774574.99
2078/08,2078,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35774574.99,0.00,-27000.00,35864691.64
2078/09,2078,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35864691.64,0.00,-27000.00,35955103.31
2078/10,2078,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,35955103.31,0.00,-27000.00,36045810.96
2078/11,2078,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36045810.96,0.00,-27000.00,36136815.56
2078/12,2078,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36136815.56,0.00,-82877.00,36172241.10
2079/01,2079,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36172241.10,0.00,-27000.00,36263659.60
2079/02,2079,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,36263659.60,0.00,-28200.00,36354177.38
2079/03,2079,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36354177.38,0.00,-27000.00,36446191.50
2079/04,2079,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36446191.50,0.00,-27000.00,36538506.85
2079/05,2079,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36538506.85,0.00,-27000.00,36631124.41
2079/06,2079,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36631124.41,0.00,-27000.00,36724045.18
2079/07,2079,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36724045.18,0.00,-82877.00,36761393.15
2079/08,2079,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36761393.15,0.00,-27000.00,36854740.38
2079/09,2079,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36854740.38,0.00,-27000.00,36948393.21
2079/10,2079,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,36948393.21,0.00,-27000.00,37042352.64
2079/11,2079,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37042352.64,0.00,-27000.00,37136619.66
2079/12,2079,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37136619.66,0.00,-82877.00,37175318.29
2080/01,2080,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37175318.29,0.00,-27000.00,37270020.61
2080/02,2080,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,37270020.61,0.00,-28200.00,37363832.96
2080/03,2080,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37363832.96,0.00,-27000.00,37459152.43
2080/04,2080,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37459152.43,0.00,-27000.00,37554783.94
2080/05,2080,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37554783.94,0.00,-27000.00,37650728.53
2080/06,2080,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37650728.53,0.00,-27000.00,37746987.22
2080/07,2080,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37746987.22,0.00,-82877.00,37787684.03
2080/08,2080,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37787684.03,0.00,-27000.00,37884391.08
2080/09,2080,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37884391.08,0.00,-27000.00,37981414.72
2080/10,2080,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,37981414.72,0.00,-27000.00,38078755.99
2080/11,2080,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38078755.99,0.00,-27000.00,38176415.92
2080/12,2080,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38176415.92,0.00,-82877.00,38218518.58
2081/01,2081,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38218518.58,0.00,-27000.00,38316636.06
2081/02,2081,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,38316636.06,0.00,-28200.00,38413874.76
2081/03,2081,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38413874.76,0.00,-27000.00,38512631.79
2081/04,2081,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38512631.79,0.00,-27000.00,38611712.12
2081/05,2081,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38611712.12,0.00,-27000.00,38711116.82
2081/06,2081,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38711116.82,0.00,-27000.00,38810846.94
2081/07,2081,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,38810846.94,0.00,-82877.00,38855026.56
